FLTID,REG,ADEP,ADES,ATOT,AOBT,SOBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW442,GEUUA,EGLL,EHAM,2018-06-10T17:36:00Z,2018-06-10T17:20:00Z,2018-06-10T17:05:00Z,IFR,A320,MJ,09R,521,DEP,219181045,2018-06-10T17:45:04Z,51.850555555555594,0.4294444444444441,131,2018-06-10T17:53:49Z,52.173333333333304,1.99055555555556,230
KZR942,P4MAS,EGLL,UACC,2018-06-10T17:21:00Z,2018-06-10T17:05:00Z,2018-06-10T17:05:00Z,IFR,B752,MJ,09R,421,DEP,219181001,2018-06-10T17:31:07Z,51.859722222222196,0.418333333333333,157,2018-06-10T17:39:38Z,52.056666666666686,2.0672222222222203,333
BAW179,GVIIK,EGLL,KJFK,2018-06-10T17:24:00Z,2018-06-10T17:09:00Z,2018-06-10T17:05:00Z,IFR,B772,H,09R,554,DEP,219181078,2018-06-10T17:34:38Z,51.60444444444439,-1.51055555555556,168,2018-06-10T17:43:31Z,51.9672222222222,-3.02583333333333,287
RAM801F,CNROB,EGLL,GMMN,2018-06-10T17:31:00Z,2018-06-10T17:05:00Z,2018-06-10T17:10:00Z,IFR,B738,MJ,09R,401,DEP,219181199,2018-06-10T17:41:33Z,51.05,-1.2763888888888901,162,2018-06-10T17:49:54Z,50.22222222222221,-2.1961111111111102,318
BAW18LX,GEUYU,EGLL,ELLX,2018-06-10T17:28:00Z,2018-06-10T17:16:00Z,2018-06-10T17:10:00Z,IFR,A320,MJ,09R,311,DEP,219181126,2018-06-10T17:37:05Z,51.3855555555555,0.5961111111111109,182,2018-06-10T17:45:43Z,51.0780555555556,2.12388888888889,333
LOT2MF,SPLVB,EGLL,EPWA,2018-06-10T17:32:00Z,2018-06-10T17:13:00Z,2018-06-10T17:10:00Z,IFR,B38M,MJ,09R,217,DEP,219181134,2018-06-10T17:42:18Z,51.8405555555555,0.43888888888888916,140,2018-06-10T17:50:54Z,52.2111111111111,1.9619444444444396,268
EIN17R,EIDEL,EGLL,EIDW,2018-06-10T17:26:00Z,2018-06-10T17:14:00Z,2018-06-10T17:10:00Z,IFR,A320,MJ,09R,221L,DEP,219181188,2018-06-10T17:36:32Z,51.5036111111111,-1.52888888888889,163,2018-06-10T17:45:31Z,51.861388888888904,-3.067777777777781,300
EIN723,EICVC,EGLL,EICK,2018-06-10T17:19:00Z,2018-06-10T17:09:00Z,2018-06-10T17:15:00Z,IFR,A320,MJ,09R,221R,DEP,219181259,2018-06-10T17:29:05Z,51.6138888888889,-1.5080555555555601,129,2018-06-10T17:37:49Z,51.8338888888889,-3.0827777777777805,272
SAS528,EISIF,EGLL,ESSA,2018-06-10T17:38:00Z,2018-06-10T17:21:00Z,2018-06-10T17:15:00Z,IFR,A320,MJ,09R,226,DEP,219181300,2018-06-10T17:47:18Z,51.887499999999996,0.385,185,2018-06-10T17:55:39Z,52.219166666666695,1.95638888888889,325
SHT6J,GEUXF,EGLL,EGPF,2018-06-10T17:34:00Z,2018-06-10T17:16:00Z,2018-06-10T17:15:00Z,IFR,A321,MJ,09R,501,DEP,219181250,2018-06-10T17:44:09Z,52.1433333333333,-0.45194444444444404,171,2018-06-10T17:53:26Z,53.056388888888904,-1.33277777777778,318
SHT12Q,GMEDM,EGLL,EGNT,2018-06-10T17:41:00Z,2018-06-10T17:22:00Z,2018-06-10T17:15:00Z,IFR,A321,MJ,09R,506,DEP,219181308,2018-06-10T17:50:47Z,52.1408333333333,-0.3663888888888891,181,2018-06-10T17:59:20Z,53.1108333333333,-0.9952777777777779,240
SHT8L,GEUUU,EGLL,EGPH,2018-06-10T17:43:00Z,2018-06-10T17:22:00Z,2018-06-10T17:20:00Z,IFR,A320,MJ,09R,508,DEP,219181451,2018-06-10T17:53:27Z,52.1302777777778,-0.673055555555556,192,2018-06-10T18:01:54Z,53.0527777777778,-1.34083333333333,329
BBC202,S2AHN,EGLL,VGSY,2018-06-10T19:06:00Z,2018-06-10T18:29:00Z,2018-06-10T17:20:00Z,IFR,B77W,H,09R,410,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW1YC,GZBKD,EGLL,CYYC,2018-06-10T17:40:00Z,2018-06-10T17:20:00Z,2018-06-10T17:20:00Z,IFR,B789,H,09R,544,DEP,219181511,2018-06-10T17:49:16Z,51.545,-1.525,151,2018-06-10T17:57:29Z,51.9975,-3.0094444444444397,273
BEE6TP,GPRPH,EGLL,EGPH,2018-06-10T17:45:00Z,2018-06-10T17:25:00Z,2018-06-10T17:20:00Z,IFR,DH8D,MT,09R,253R,DEP,219181440,2018-06-10T17:57:19Z,52.1427777777778,-0.514722222222222,157,2018-06-10T18:09:20Z,53.0480555555555,-1.37138888888889,240
CPA250,BKPN,EGLL,VHHH,2018-06-10T17:48:00Z,2018-06-10T17:27:00Z,2018-06-10T17:20:00Z,IFR,B77W,H,09R,340,DEP,219181513,2018-06-10T17:57:59Z,51.860277777777796,0.41888888888888914,146,2018-06-10T18:06:21Z,52.056666666666686,2.0694444444444398,294
THY6MT,TCJJT,EGLL,LTBA,2018-06-10T18:26:00Z,2018-06-10T18:04:00Z,2018-06-10T17:25:00Z,IFR,B77W,H,09R,238,DEP,219181606,2018-06-10T18:35:53Z,51.358611111111095,0.5897222222222219,142,2018-06-10T18:43:53Z,51.2436111111111,2.1788888888888898,313
KQA101,5YKZD,EGLL,HKJK,2018-06-10T18:33:00Z,2018-06-10T18:09:00Z,2018-06-10T17:25:00Z,IFR,B788,H,09R,408,DEP,219181613,2018-06-10T18:42:09Z,51.294722222222205,0.565277777777778,121,2018-06-10T18:51:03Z,51.07944444444439,2.12305555555556,252
BAW85Q,GMEDL,EGLL,EIDW,2018-06-10T18:00:00Z,2018-06-10T17:43:00Z,2018-06-10T17:30:00Z,IFR,A321,MJ,09R,503,DEP,219182186,2018-06-10T18:11:35Z,52.13944444444439,-0.585833333333333,176,2018-06-10T18:20:23Z,53.023333333333305,-1.48,308
SAS78C,OYKBR,EGLL,EKCH,2018-06-10T17:51:00Z,2018-06-10T17:30:00Z,2018-06-10T17:30:00Z,IFR,A319,MJ,09R,223,DEP,219181629,2018-06-10T18:00:52Z,51.873611111111096,0.403611111111111,180,2018-06-10T18:09:27Z,52.1969444444444,1.9736111111111099,341
DLH3A,DAINF,EGLL,EDDF,2018-06-10T19:13:00Z,2018-06-10T18:52:00Z,2018-06-10T17:30:00Z,IFR,A320,MJ,09R,216,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW21G,GYMMI,EGLL,KBOS,2018-06-10T17:47:00Z,2018-06-10T17:28:00Z,2018-06-10T17:30:00Z,IFR,B772,H,09R,551,DEP,219181804,2018-06-10T17:57:49Z,51.590555555555504,-1.515,196,2018-06-10T18:06:04Z,51.8347222222222,-3.0802777777777806,324
KLM1024,PHBGF,EGLL,EHAM,2018-06-10T17:58:00Z,2018-06-10T17:37:00Z,2018-06-10T17:35:00Z,IFR,B737,MJ,09R,419,DEP,219181895,2018-06-10T18:08:07Z,51.8022222222222,0.476111111111111,165,2018-06-10T18:16:39Z,52.15416666666669,2.00222222222222,230
BAW558,GEUYW,EGLL,LIRF,2018-06-10T18:04:00Z,2018-06-10T17:45:00Z,2018-06-10T17:35:00Z,IFR,A320,MJ,09R,533,DEP,219181897,2018-06-10T18:13:46Z,50.82666666666669,-0.231388888888889,185,2018-06-10T18:22:30Z,49.951944444444386,0.589444444444444,312
BAW16GM,GEUYB,EGLL,LIML,2018-06-10T18:06:00Z,2018-06-10T17:46:00Z,2018-06-10T17:35:00Z,IFR,A320,MJ,09R,520,DEP,219181857,2018-06-10T18:15:51Z,50.811944444444386,-0.43000000000000005,176,2018-06-10T18:24:38Z,49.937222222222196,0.528611111111111,290
SWR327,HBJVN,EGLL,LSZH,2018-06-10T19:11:00Z,2018-06-10T18:51:00Z,2018-06-10T17:40:00Z,IFR,E190,MJ,09R,236R,DEP,219183685,2018-06-10T19:20:14Z,51.3327777777778,0.580833333333333,165,2018-06-10T19:29:06Z,51.18,2.16,230
BAW798H,GEUUC,EGLL,EFHK,2018-06-10T18:41:00Z,2018-06-10T18:20:00Z,2018-06-10T17:40:00Z,IFR,A320,MJ,09R,328,DEP,219181998,2018-06-10T18:50:42Z,51.853888888888896,0.426111111111111,148,2018-06-10T18:59:10Z,52.33944444444439,1.8505555555555602,280
IBE3179,ECILS,EGLL,LEMD,2018-06-10T17:55:00Z,2018-06-10T17:43:00Z,2018-06-10T17:40:00Z,IFR,A320,MJ,09R,552,DEP,219181993,2018-06-10T18:06:01Z,51.008333333333304,-1.2158333333333298,167,2018-06-10T18:15:08Z,50.13444444444439,-2.0194444444444395,299
BAW31,GXLEI,EGLL,VHHH,2018-06-10T18:21:00Z,2018-06-10T18:05:00Z,2018-06-10T17:40:00Z,IFR,A388,H,09R,565,DEP,219182053,2018-06-10T18:31:11Z,51.82666666666669,0.455,114,2018-06-10T18:39:35Z,52.21444444444439,1.95861111111111,238
TAP369,CSTOH,EGLL,LPPT,2018-06-10T18:35:00Z,2018-06-10T18:11:00Z,2018-06-10T17:45:00Z,IFR,A332,H,09R,218,DEP,219182108,2018-06-10T18:46:19Z,50.9827777777778,-1.1713888888888901,155,2018-06-10T18:55:18Z,50.120555555555505,-1.98888888888889,320
AZA87W,EIIMP,EGLL,LIML,2018-06-10T18:18:00Z,2018-06-10T17:58:00Z,2018-06-10T17:50:00Z,IFR,A319,MJ,09R,415,DEP,219182308,2018-06-10T18:27:38Z,50.8397222222222,-0.15638888888888902,215,2018-06-10T18:36:21Z,49.9813888888889,0.688055555555555,358
IBE31VR,ECIQR,EGLL,LEMD,2018-06-10T18:08:00Z,2018-06-10T17:48:00Z,2018-06-10T17:50:00Z,IFR,A346,H,09R,556,DEP,219182229,2018-06-10T18:18:58Z,51.00166666666669,-1.20555555555556,165,2018-06-10T18:27:16Z,50.1430555555555,-2.04,314
CPA008,BLIB,EGLL,LFPG,2018-06-10T18:11:00Z,2018-06-10T17:54:00Z,2018-06-10T17:55:00Z,IFR,B744,H,09R,607,DEP,219182413,2018-06-10T18:20:50Z,50.8413888888889,-0.147777777777778,180,2018-06-10T18:29:55Z,50.0422222222222,0.8700000000000001,249
ASL58T,YUAPF,EGLL,LYBE,2018-06-10T19:03:00Z,2018-06-10T18:44:00Z,2018-06-10T17:55:00Z,IFR,A319,MJ,09R,412,DEP,219182678,2018-06-10T19:12:05Z,51.4055555555556,0.600833333333333,188,2018-06-10T19:20:01Z,51.22500000000001,2.1752777777777803,310
SHT6E,GEUOH,EGLL,EGPF,2018-06-10T18:05:00Z,2018-06-10T17:50:00Z,2018-06-10T17:55:00Z,IFR,A319,MJ,09R,507,DEP,219182335,2018-06-10T18:15:32Z,52.14194444444439,-0.39027777777777806,184,2018-06-10T18:24:40Z,53.07638888888891,-1.23111111111111,320
BAW822,GEUUL,EGLL,EKCH,2018-06-10T18:10:00Z,2018-06-10T17:53:00Z,2018-06-10T17:55:00Z,IFR,A320,MJ,09R,515,DEP,219182384,2018-06-10T18:19:31Z,51.8722222222222,0.403611111111111,148,2018-06-10T18:28:21Z,52.2152777777778,1.9591666666666698,301
BAW972,GEUUF,EGLL,EDDH,2018-06-10T18:13:00Z,2018-06-10T17:57:00Z,2018-06-10T17:55:00Z,IFR,A320,MJ,09R,537,DEP,219182338,2018-06-10T18:22:23Z,51.8711111111111,0.405833333333333,150,2018-06-10T18:31:07Z,52.0838888888889,2.0524999999999998,292
BAW432,GEUUY,EGLL,EHAM,2018-06-10T18:34:00Z,2018-06-10T18:13:00Z,2018-06-10T18:00:00Z,IFR,A320,MJ,09R,505,DEP,219182498,2018-06-10T18:43:24Z,51.84916666666669,0.4291666666666671,155,2018-06-10T18:52:33Z,52.136944444444396,2.0138888888888897,210
ANA212,JA787A,EGLL,RJTT,2018-06-10T18:15:00Z,2018-06-10T17:57:00Z,2018-06-10T18:00:00Z,IFR,B77W,H,09R,246,DEP,219182615,2018-06-10T18:24:24Z,51.867222222222196,0.40944444444444406,143,2018-06-10T18:32:43Z,52.4347222222222,1.74527777777778,282
SAA235,ZSSXK,EGLL,FAOR,2018-06-10T19:33:00Z,2018-06-10T19:04:00Z,2018-06-10T18:00:00Z,IFR,A333,H,09R,243,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW55K,GXLEB,EGLL,FAOR,2018-06-10T21:19:00Z,2018-06-10T21:00:00Z,2018-06-10T18:05:00Z,IFR,A388,H,09R,557,DEP,219186467,2018-06-10T21:28:41Z,50.81166666666668,-0.478055555555556,152,2018-06-10T21:37:08Z,49.8422222222222,0.025277777777777802,267
SAS1524,SEROC,EGLL,ESSA,2018-06-10T18:29:00Z,2018-06-10T18:12:00Z,2018-06-10T18:05:00Z,IFR,A320,MJ,09R,225,DEP,219182709,2018-06-10T18:38:47Z,51.845833333333296,0.433055555555556,164,2018-06-10T18:47:16Z,52.211388888888905,1.96111111111111,318
BAW946,GEUPM,EGLL,EDDL,2018-06-10T18:23:00Z,2018-06-10T18:03:00Z,2018-06-10T18:05:00Z,IFR,A319,MJ,09R,502,DEP,219182707,2018-06-10T18:32:06Z,51.35527777777779,0.588055555555555,188,2018-06-10T18:40:23Z,51.21638888888891,2.17083333333333,330
BAW884,GTTOE,EGLL,LROP,2018-06-10T19:24:00Z,2018-06-10T18:09:00Z,2018-06-10T18:05:00Z,IFR,A320,MJ,09R,523,DEP,219182676,2018-06-10T19:33:42Z,51.3425,0.583611111111111,112,2018-06-10T19:42:20Z,51.182500000000005,2.1602777777777806,252
EWG9ZA,DABNN,EGLL,EDDT,2018-06-10T19:53:00Z,2018-06-10T19:40:00Z,2018-06-10T18:10:00Z,IFR,A320,MJ,09R,236L,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIN1YG,EIFNJ,EGLL,EIDW,2018-06-10T18:14:00Z,2018-06-10T18:03:00Z,2018-06-10T18:10:00Z,IFR,A320,MJ,09R,221R,DEP,219182816,2018-06-10T18:23:16Z,51.57416666666669,-1.52027777777778,168,2018-06-10T18:31:19Z,52.0702777777778,-2.97166666666667,287
SWR37G,HBJCJ,EGLL,LSGG,2018-06-10T19:48:00Z,2018-06-10T19:25:00Z,2018-06-10T18:10:00Z,IFR,BCS3,MJ,09R,219,DEP,219184249,2018-06-10T19:58:07Z,50.8272222222222,-0.230555555555555,181,2018-06-10T20:07:00Z,49.99638888888891,0.7341666666666669,290
PIA786,APBHW,EGLL,OPRN,2018-06-10T18:45:00Z,2018-06-10T18:23:00Z,2018-06-10T18:15:00Z,IFR,B77W,H,09R,327,DEP,219182985,2018-06-10T18:54:42Z,51.8388888888889,0.44083333333333297,143,2018-06-10T19:02:41Z,52.0675,2.06083333333333,302
BAW706V,GEUUE,EGLL,LOWW,2018-06-10T19:21:00Z,2018-06-10T18:14:00Z,2018-06-10T18:15:00Z,IFR,A320,MJ,09R,330,DEP,219182890,2018-06-10T19:29:30Z,51.34416666666669,0.584444444444444,166,2018-06-10T19:37:59Z,51.0883333333333,2.12694444444444,303
JAL44,JA732J,EGLL,RJTT,2018-06-10T18:37:00Z,2018-06-10T18:17:00Z,2018-06-10T18:15:00Z,IFR,B77W,H,09R,301,DEP,219182982,2018-06-10T18:46:33Z,51.81722222222219,0.46388888888888913,145,2018-06-10T18:54:31Z,52.3208333333333,1.86527777777778,270
BAW48BC,GEUYC,EGLL,LEBL,2018-06-10T19:00:00Z,2018-06-10T18:24:00Z,2018-06-10T18:15:00Z,IFR,A320,MJ,09R,303L,DEP,219182911,2018-06-10T19:10:11Z,50.8127777777778,-0.39166666666666705,142,2018-06-10T19:18:36Z,49.8361111111111,-0.021666666666666702,295
BAW364,GEUYP,EGLL,LFLL,2018-06-10T19:02:00Z,2018-06-10T18:42:00Z,2018-06-10T18:15:00Z,IFR,A320,MJ,09R,303R,DEP,219182980,2018-06-10T19:12:32Z,50.815277777777794,-0.349444444444444,152,2018-06-10T19:21:02Z,49.9652777777778,0.632777777777778,281
EIN03X,EICVB,EGLL,EGAC,2018-06-10T18:25:00Z,2018-06-10T18:07:00Z,2018-06-10T18:20:00Z,IFR,A320,MJ,09R,221L,DEP,219183051,2018-06-10T18:34:53Z,52.14194444444439,-0.5338888888888891,185,2018-06-10T18:43:41Z,53.00194444444439,-1.56388888888889,322
BAW988G,GEUYI,EGLL,EDDT,2018-06-10T18:50:00Z,2018-06-10T18:31:00Z,2018-06-10T18:20:00Z,IFR,A320,MJ,09R,522,DEP,219183024,2018-06-10T18:59:14Z,51.846666666666685,0.433611111111111,157,2018-06-10T19:07:40Z,52.1772222222222,1.98888888888889,288
SHT86P,GEUPE,EGLL,EGAC,2018-06-10T18:39:00Z,2018-06-10T18:15:00Z,2018-06-10T18:20:00Z,IFR,A319,MJ,09R,511,DEP,219183032,2018-06-10T18:49:16Z,52.1375,-0.603055555555555,194,2018-06-10T18:57:55Z,53.00638888888891,-1.54361111111111,338
IBE31XN,ECLVD,EGLL,LEMD,2018-06-10T18:58:00Z,2018-06-10T18:46:00Z,2018-06-10T18:20:00Z,IFR,A320,MJ,09R,555,DEP,219183619,2018-06-10T19:09:03Z,50.99444444444439,-1.19361111111111,115,2018-06-10T19:18:37Z,50.11416666666669,-1.97638888888889,276
AUA456R,OELBA,EGLL,LOWW,2018-06-10T19:27:00Z,2018-06-10T19:02:00Z,2018-06-10T18:25:00Z,IFR,A321,MJ,09R,241,DEP,219183210,2018-06-10T19:37:25Z,51.79555555555561,0.4827777777777781,126,2018-06-10T19:45:32Z,52.09138888888891,2.0436111111111104,241
SAS812,LNRRF,EGLL,ENGM,2018-06-10T18:52:00Z,2018-06-10T18:33:00Z,2018-06-10T18:30:00Z,IFR,B738,MJ,09R,224,DEP,219183326,2018-06-10T19:00:59Z,51.870833333333294,0.40638888888888913,151,2018-06-10T19:09:00Z,52.515,1.6525,300
DLH919,DAIUF,EGLL,EDDF,2018-06-10T19:54:00Z,2018-06-10T19:32:00Z,2018-06-10T18:30:00Z,IFR,A320,MJ,09R,218R,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
AAL141,N785AN,EGLL,KJFK,2018-06-10T18:46:00Z,2018-06-10T18:26:00Z,2018-06-10T18:30:00Z,IFR,B772,H,09R,336,DEP,219183386,2018-06-10T18:56:51Z,51.57694444444439,-1.51777777777778,153,2018-06-10T19:05:29Z,51.915,-3.04888888888889,311
BAW257,GCIVF,EGLL,VIDP,2018-06-10T18:48:00Z,2018-06-10T18:28:00Z,2018-06-10T18:30:00Z,IFR,B744,H,09R,534,DEP,219183388,2018-06-10T18:57:59Z,51.8,0.478611111111111,130,2018-06-10T19:06:00Z,52.0522222222222,2.0672222222222203,263
BAW6VK,GEUUO,EGLL,ENGM,2018-06-10T18:54:00Z,2018-06-10T18:34:00Z,2018-06-10T18:35:00Z,IFR,A320,MJ,09R,506,DEP,219183503,2018-06-10T19:03:13Z,51.8883333333333,0.38416666666666704,141,2018-06-10T19:11:14Z,52.5333333333333,1.6286111111111101,261
KAL908,HL7619,EGLL,RKSI,2018-06-10T19:15:00Z,2018-06-10T18:48:00Z,2018-06-10T18:35:00Z,IFR,A388,H,09R,411,DEP,219183518,2018-06-10T19:25:27Z,51.8908333333333,0.38166666666666704,126,2018-06-10T19:33:48Z,52.23833333333331,1.9419444444444396,260
FIN19H,OHLZT,EGLL,EFHK,2018-06-10T18:58:00Z,2018-06-10T18:38:00Z,2018-06-10T18:35:00Z,IFR,A321,MJ,09R,329,DEP,219183445,2018-06-10T19:07:54Z,51.876388888888904,0.40027777777777807,144,2018-06-10T19:16:16Z,52.3486111111111,1.84083333333333,280
EWG48A,DAEWG,EGLL,EDDL,2018-06-10T19:44:00Z,2018-06-10T19:22:00Z,2018-06-10T18:35:00Z,IFR,A320,MJ,09R,218L,DEP,219183520,2018-06-10T19:53:27Z,51.368333333333304,0.5922222222222219,161,2018-06-10T20:01:36Z,51.202222222222204,2.16805555555556,273
BAW916N,GEUPT,EGLL,EDDF,2018-06-10T19:18:00Z,2018-06-10T18:57:00Z,2018-06-10T18:40:00Z,IFR,A319,MJ,09R,501,DEP,219183595,2018-06-10T19:26:37Z,51.352777777777796,0.5866666666666669,162,2018-06-10T19:35:32Z,51.176944444444395,2.15722222222222,250
BAW130T,GEUUH,EGLL,ESGG,2018-06-10T19:01:00Z,2018-06-10T18:42:00Z,2018-06-10T18:40:00Z,IFR,A320,MJ,09R,513,DEP,219183610,2018-06-10T19:10:15Z,51.8583333333333,0.4202777777777781,176,2018-06-10T19:18:25Z,52.42638888888891,1.75861111111111,298
BAW404R,GEUPC,EGLL,EBBR,2018-06-10T19:09:00Z,2018-06-10T18:48:00Z,2018-06-10T18:40:00Z,IFR,A319,MJ,09R,520,DEP,219183573,2018-06-10T19:17:39Z,51.35166666666668,0.588055555555555,170,2018-06-10T19:25:55Z,51.1652777777778,2.1569444444444397,170
BAW720T,GEUPO,EGLL,LSZH,2018-06-10T19:10:00Z,2018-06-10T18:54:00Z,2018-06-10T18:45:00Z,IFR,A319,MJ,09R,512,DEP,219183675,2018-06-10T19:20:15Z,51.81694444444439,0.46277777777777807,169,2018-06-10T19:28:36Z,52.08694444444439,2.04805555555556,307
BAW444,GEUYV,EGLL,EHAM,2018-06-10T19:04:00Z,2018-06-10T18:47:00Z,2018-06-10T18:45:00Z,IFR,A320,MJ,09R,509,DEP,219183737,2018-06-10T19:14:17Z,51.8055555555556,0.47416666666666707,165,2018-06-10T19:22:27Z,52.1108333333333,2.03166666666667,210
BAW738,GEUOG,EGLL,LSGG,2018-06-10T19:20:00Z,2018-06-10T18:56:00Z,2018-06-10T18:45:00Z,IFR,A319,MJ,09R,558,DEP,219183739,2018-06-10T19:28:46Z,50.8322222222222,-0.200277777777778,213,2018-06-10T19:37:28Z,49.97694444444439,0.673888888888889,355
BAW183,GCIVH,EGLL,KJFK,2018-06-10T19:22:00Z,2018-06-10T19:01:00Z,2018-06-10T18:50:00Z,IFR,B744,H,09R,539,DEP,219183905,2018-06-10T19:32:08Z,51.62638888888891,-1.50388888888889,150,2018-06-10T19:40:31Z,52.126666666666694,-2.9349999999999996,305
TAP367,CSTVA,EGLL,LPPT,2018-06-10T19:08:00Z,2018-06-10T18:48:00Z,2018-06-10T18:50:00Z,IFR,A320,MJ,09R,217,DEP,219183812,2018-06-10T19:18:34Z,50.99638888888891,-1.19694444444444,228,2018-06-10T19:27:12Z,50.176111111111105,-2.10638888888889,353
SAS4628,LNRPJ,EGLL,ENZV,2018-06-10T18:56:00Z,2018-06-10T18:47:00Z,2018-06-10T18:50:00Z,IFR,B737,MJ,09R,223,DEP,219183838,2018-06-10T19:05:39Z,51.86944444444439,0.40638888888888913,168,2018-06-10T19:14:09Z,52.5758333333333,1.56861111111111,347
BAW858,GEUYX,EGLL,LKPR,2018-06-10T19:59:00Z,2018-06-10T19:44:00Z,2018-06-10T18:50:00Z,IFR,A320,MJ,09R,330,DEP,219183881,2018-06-10T20:06:39Z,51.3422222222222,0.585,164,2018-06-10T20:14:19Z,51.1430555555555,2.14888888888889,286
UAE32,A6EEQ,EGLL,OMDB,2018-06-10T19:30:00Z,2018-06-10T19:03:00Z,2018-06-10T18:50:00Z,IFR,A388,H,09R,307,DEP,219183910,2018-06-10T19:39:48Z,51.89194444444439,0.37944444444444403,140,2018-06-10T19:47:54Z,52.19138888888891,1.97861111111111,272
BAW11,GXLEC,EGLL,WSSS,2018-06-10T19:37:00Z,2018-06-10T19:08:00Z,2018-06-10T18:55:00Z,IFR,A388,H,09R,562,DEP,219184012,2018-06-10T19:47:14Z,51.83916666666669,0.44083333333333297,122,2018-06-10T19:55:35Z,52.1722222222222,1.99,237
BAW079,A7ACL,EGLL,OOMS,2018-06-10T19:46:00Z,2018-06-10T19:22:00Z,2018-06-10T18:55:00Z,IFR,A332,H,09R,546,DEP,219184013,2018-06-10T19:55:16Z,51.362500000000004,0.59,159,2018-06-10T20:04:06Z,51.1827777777778,2.16138888888889,297
BAW239,GYMMK,EGLL,KBOS,2018-06-10T19:28:00Z,2018-06-10T19:03:00Z,2018-06-10T18:55:00Z,IFR,B772,H,09R,547,DEP,219184008,2018-06-10T19:38:46Z,51.548888888888904,-1.52388888888889,197,2018-06-10T19:47:12Z,51.8755555555556,-3.065,320
EWG2LY,DAGWO,EGLL,EDDK,2018-06-10T20:38:00Z,2018-06-10T20:16:00Z,2018-06-10T19:00:00Z,IFR,A319,MJ,09R,217,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZA209,EIIKF,EGLL,LIRF,2018-06-10T19:41:00Z,2018-06-10T19:11:00Z,2018-06-10T19:00:00Z,IFR,A320,MJ,09R,419,DEP,219184173,2018-06-10T19:51:14Z,50.8125,-0.41166666666666707,195,2018-06-10T20:01:13Z,49.9586111111111,0.605555555555556,350
SVA116,HZAK18,EGLL,OEJN,2018-06-10T19:25:00Z,2018-06-10T19:00:00Z,2018-06-10T19:00:00Z,IFR,B77W,H,09R,405,DEP,219184195,2018-06-10T19:34:05Z,50.859722222222196,-0.0644444444444444,206,2018-06-10T19:42:02Z,50.0008333333333,0.75,350
BAW786F,GEUPP,EGLL,ESSA,2018-06-10T19:55:00Z,2018-06-10T19:37:00Z,2018-06-10T19:05:00Z,IFR,A319,MJ,09R,513,DEP,219184699,2018-06-10T20:04:36Z,51.892500000000005,0.38027777777777805,162,2018-06-10T20:13:12Z,52.22638888888891,1.9525,309
SHT8V,GEUOF,EGLL,EGPH,2018-06-10T19:35:00Z,2018-06-10T19:10:00Z,2018-06-10T19:05:00Z,IFR,A319,MJ,09R,519,DEP,219184247,2018-06-10T19:46:21Z,52.12638888888891,-0.709444444444444,174,2018-06-10T19:55:01Z,53.0061111111111,-1.54666666666667,337
VIR601,GVBEL,EGLL,FAOR,2018-06-10T19:39:00Z,2018-06-10T19:09:00Z,2018-06-10T19:05:00Z,IFR,B789,H,09R,322,DEP,219184299,2018-06-10T19:48:30Z,50.811944444444386,-0.478333333333333,147,2018-06-10T19:56:32Z,49.8358333333333,-0.031388888888888904,264
VIR25B,GVNAP,EGLL,KJFK,2018-06-10T19:36:00Z,2018-06-10T19:12:00Z,2018-06-10T19:10:00Z,IFR,A346,H,09R,319,DEP,219184421,2018-06-10T19:46:19Z,51.4305555555556,-1.52777777777778,151,2018-06-10T19:55:11Z,51.865,-3.06666666666667,251
CPA256,BKPZ,EGLL,VHHH,2018-06-10T19:32:00Z,2018-06-10T19:07:00Z,2018-06-10T19:10:00Z,IFR,B77W,H,09R,331,DEP,219184423,2018-06-10T19:40:50Z,51.821388888888904,0.458333333333333,142,2018-06-10T19:48:51Z,52.204166666666694,1.96305555555556,286
EIN179,EIDVM,EGLL,EIDW,2018-06-10T21:12:00Z,2018-06-10T20:53:00Z,2018-06-10T19:10:00Z,IFR,A320,MJ,09R,221R,DEP,219186678,2018-06-10T21:22:19Z,51.59833333333331,-1.51222222222222,200,2018-06-10T21:30:43Z,52.0830555555555,-2.9627777777777804,317
AFR1181,FGUGA,EGLL,LFPG,2018-06-10T19:43:00Z,2018-06-10T19:15:00Z,2018-06-10T19:10:00Z,IFR,A318,MJ,09R,421,DEP,219184392,2018-06-10T19:53:29Z,50.8255555555555,-0.24583333333333304,170,2018-06-10T20:02:12Z,50.02444444444439,0.815555555555555,249
BAW598D,GMEDN,EGLL,LIPZ,2018-06-10T21:24:00Z,2018-06-10T21:05:00Z,2018-06-10T19:15:00Z,IFR,A321,MJ,09R,519,DEP,219186142,2018-06-10T21:32:37Z,51.38027777777779,0.595555555555556,180,2018-06-10T21:41:05Z,51.0522222222222,2.1141666666666703,310
